palavra,tf,dicts,corpus,title,dmap
flagrar,22528,1,0.0376,0.0041,abcdfghijklmnoqrst
flagras,109513,0.99,0.0006,0.0157,bcdfhij
flagrou,56265,0.99,0.0376,0.0051,bcdfhij
flamejante,20881,1,0.0658,0,abcdghijklmoqrst
flamenco,33169,1,0.0376,0,acdfghijkmors
flamengo,284452,1,0.1863,0.0033,abcdfghijklmoqrs
flamenguista,44485,0.9999,0.002,0.004,acdghjmoq
flamenguistas,20678,0.001,0.0002,0,cj
flanco,44284,1,0.2922,0,abcdfghijklmoqrst
flancos,36348,0.9999,0.1863,0.0041,bcdfghijq
flandres,49416,1,0.9788,0.0915,abcdfghijklmoqrs
flanela,54196,1,0.1126,0.0057,abcdfghijklmoqrs
flange,25162,1,0.0212,0,acdfghijkmoqrs
flare,30616,0.999,0.0066,0,cdfghijk
flash,704544,1,0.1863,0,acdfghijkmoqrs
flashback,41799,0.9089,0.0119,0,adhoqt
flashes,75749,0.999,0.1863,0.0053,cdfghijk
flat,129236,0.99,0.1126,0,adhmoqs
flatulência,25880,1,0.2922,0.0083,abcdghijklmnoqrst
flauta,157663,1,0.4268,0,abcdfhijklmoqrs
flautas,41770,0.999,0.0376,0.0048,bcdfhijs
flautista,23278,1,0.0376,0,abcdfghijklmoqrs
flecha,177528,1,0.9342,0,abcdfghijklmnopqrst
flechas,158988,0.999,0.2922,0.009,bcdfghij
flertar,22468,1,0.0212,0.0042,acdfghijkmoqrs
flerte,29489,1,0.0376,0,acdfhjkmoqrst
flex,255460,0.99,0.0376,0.0027,cdghijk
flexibilidade,562641,1,0.2922,0,abcdhijklmnoqrst
flexibilizar,26441,1,0.0037,0,abcdghijklmoqrs
flexibilização,80025,1,0.0658,0,acdghijkqrt
flexão,117681,1,0.2922,0,abcdfghijklmnoqrst
flexíveis,233403,0.9089,0.2922,0,bcdfhj
flexível,565637,1,0.9997,0.0147,abcdfghijklmoqrst
flexões,51045,0.9089,0.1863,0.0064,bcdfhj
fliperama,36176,1,0.0066,0,acdfghijkmoqr
flocos,110946,0.9999,0.1126,0,bcdfghijk
flor,1866554,1,0.4268,0.002,abcdfghijkmnopqrs
flora,597127,1,0.9989,0.188,abcdfghijklmoqrs
florais,241550,0.9999,0.1126,0.012,cdfhjlmoq
floral,246606,1,0.1863,0,acdfghijklmoqrs
floração,71360,1,0.0376,0,abcdfghijklmoqrst
florença,276425,1,0.9624,0.4005,abcdfghijklmoqrs
flores,2574357,1,0.4268,0,bcdfghijmnpq
floresce,52368,0.99,0.4268,0,bcdfhij
florescem,29482,0.99,0.0658,0,bcdfhij
florescente,25845,1,0.0376,0.0042,abcdghijklmnoqst
florescer,81749,1,0.1863,0,abcdfghijklmoqrst
floresceu,33674,0.99,0.0658,0,bcdfhij
florescimento,45154,1,0.1863,0,abcdhijlmoqst
floresta,1766477,1,0.9994,0.3301,abcdfghijklmnopqrst
florestais,189376,0.99,0.1863,0,bcdghij
florestal,307604,1,0.1863,0,abcdfghijklmoqs
florestas,537521,1,0.4268,0,bcdfhijpqr
floriano,226655,1,0.8874,0.2713,abcdfghijkmoqs
floricultura,73074,1,0.0212,0,abcdghijklmoqrs
floriculturas,27123,0.9089,0.0037,0,bcdhij
floridas,30132,0.999,0.4268,0,bcdfghij
florido,101446,1,0.998,0.0058,abcdfghijklmoqrst
floridos,36482,0.999,0.1126,0,bcdfghij
florir,36457,1,0.0658,0,abcdfghijklmnoqrst
florista,27305,1,0.0376,0,abcdfghijklmoqrst
florzinha,70157,0.9999,0.0066,0,bcdfghijk
florzinhas,47223,0.5,0.002,0,bcdhi
flua,25598,0.99,0.0119,0,bcdfhij
fluem,45335,0.99,0.1863,0,bcdfhij
fluente,121788,1,0.2922,0.0057,abcdfghijklmnoqrst
fluentemente,28715,0.5,0.0658,0,acjrs
flui,154061,0.99,0.9881,0.002,bcdfhij
fluida,84859,0.99,0.9989,0,bcdfhij
fluidas,23496,0.99,0.8137,0.008,bcdfhij
fluidez,108595,1,0.4268,0.0043,acdfghijklmnoqrst
fluido,279558,1,0.9999,0,abcdfhijklmnoqrst
fluidos,254651,1,0.9994,0.0102,bcdfghijkm
fluindo,58771,0.99,0.0376,0.0042,bcdfhij
fluir,179321,1,0.5732,0,abcdfghijklmoqrst
fluiu,21574,0.99,0.0212,0,bcdfhij
fluminense,175587,1,0.1126,0,abcdghijklmoqst
fluminenses,30126,0.9089,0.0066,0.0048,bcdhij
fluorescente,60807,1,0.1126,0,acdghijklmoqrs
fluorescentes,59103,0.0911,0.1863,0,cdhj
fluorescência,20963,1,0.7078,0,abcdghijklmoqrs
flutua,49400,0.99,0.4268,0,bcdfhij
flutuam,29540,0.999,0.0658,0.0041,bcdfhijp
flutuando,78762,0.99,0.0658,0,bcdfhij
flutuante,162291,1,0.5732,0,abcdfhijkmoqrst
flutuantes,64102,0.9089,0.1126,0,bcdhij
flutuar,81737,1,0.2922,0.0043,abcdfghijkmoqrst
flutuação,58673,1,0.2922,0,abcdfghijkmnoqrst
flutuações,54495,0.0911,0.0658,0,cdhj
fluviais,50372,0.999,0.1126,0,bcdfghij
fluvial,128027,1,0.2922,0.0085,abcdfghijklmoqrst
fluxo,1534685,1,0.4268,0,abcdfghijklmnoqrst
fluxograma,31239,1,0.0212,0,acdghijkmoqrs
fluxos,271539,0.9999,0.1863,0,bcdfhijmr
fluência,102495,1,0.8137,0,abcdfghijklmnoqrst
flácida,21195,0.9089,0.1126,0.0045,cdfhjq
flúor,85348,1,0.9881,0.0036,acdfghijklmoqrs
fm,2488634,0.999,0.9998,0.3257,cdghjkmo
fmi,309106,0.999,0.0066,0,cdghjkrs
fnde,71911,0.5,0.0006,0,dghjk
fob,768106,0.9089,0.0011,0,cdghjk
fobia,69393,1,0.1126,0,abcdfghijklmnoqrs
fobias,36460,0.5,0.0658,0,cdfhj
foca,205259,1,1,0.0097,abcdfghijklmoqrs
focada,252256,0.01,0.4268,0,cfj
focadas,71927,0.01,0.1863,0.1079,cfj
focado,280727,0.9999,0.7078,0,bcdfhijms
focados,124527,0.01,0.2922,0.0568,cfj
focagem,36273,1,0.0212,0.0049,acdfghijkmnoqs
focais,30859,0.99,0.0376,0,bcdfhij
focal,92375,1,0.1126,0,acdfghijklmoqrst
focaliza,40091,0.99,0.7078,0.0023,bcdfhij
focalizando,28080,0.9089,0.0119,0.0047,bcdhij
focalizar,43957,1,0.0658,0,abcdfghijkmoqrst
focalização,25864,1,0.0658,0.0044,abcdghijkmoqrs
focam,43531,0.99,0.1126,0,bcdfhij
focamos,20007,0.99,0.0119,0.0044,bcdfhij
focando,130163,0.99,0.4268,0.0086,bcdfhij
focar,324091,1,0.9624,0,abcdfghijklmoqrst
focas,32793,0.999,0.9342,0.0039,bcdfghij
focinho,91066,1,0.4268,0.0046,abcdfghijklmnoqrst
foco,2362584,1,0.9963,0.004,abcdfhijklmnoqrst
focos,199737,0.9999,0.2922,0.0033,bcdfghijk
focou,37120,0.99,0.1863,0,bcdfhij
focus,68923,0.999,0.0376,0.004,cdfghijk
foda,1024527,1,0.0119,0.002,cdfghjmoqrs
fodam,20014,0.5,0.0066,0,cdfhj
fodas,63228,0.5,0.002,0.0078,cdfhj
fode,263773,0.5,0.2922,0.0075,cdfhj
fodem,35575,0.5,0.0011,0,cdfhj
fodendo,579434,0.5,0.0011,0.0373,cdfhj
foder,276114,1,0.0119,0,acdefghijkmoqrs
fodeu,41118,0.9089,0.002,0,cdefhj
fodida,82775,0.5,0.0037,0,cdfhj
fodido,56915,0.999,0.0066,0,cdfhjmoq
fofa,608347,1,0.9342,0.006,bcdfghijlmoqrs
fofas,204009,0.999,0.0376,0,bcdfghij
fofinha,103976,0.0911,0.0066,0.0404,cfhj
fofinhas,37995,0.01,0.0037,0,cfj
fofinho,158750,0.0911,0.0066,0.0339,cfjq
fofinhos,61416,0.01,0.0212,0,cfj
fofo,750462,1,0.4268,0.0061,abcdfghijklmoqrst
fofoca,100681,1,0.1863,0,abcdfhijkmoqrst
fofocas,123264,0.99,0.1863,0.0056,bcdfhij
fofos,233408,1,0.0376,0.0029,bcdfghijks
fofura,144955,1,0.0119,0,cdfghijkmo
fofuras,36640,0.01,0.0002,0.2129,cfj
foge,435122,0.9999,0.1863,0,bcdfghijm
fogem,190507,0.99,0.1863,0,bcdfhij
fogo,3784277,1,0.4268,0,abcdfghijklmnopqrst
fogos,291587,1,0.4268,0.0024,bcdfghijmpqst
fogosa,73511,1,0.0037,0,bcdfhijmoq
fogueira,254257,1,0.4268,0,abcdfhijklmnoqrst
fogueiras,63827,0.9999,0.0658,0,bcdfghijp
foguete,169751,1,0.5732,0.0082,abcdfghijklmopqrst
foguetes,123638,1,0.1863,0,bcdfghijpq
fogão,513439,1,0.2922,0.002,abcdfghijklmoqrst
fogões,48427,0.999,0.1126,0.0041,bcdfhjqr
foi,102759583,1,0.4268,0.004,bcdfhijmpq
foice,60929,1,0.2922,0,abcdfghijklmoqrs
folclore,203152,1,0.2922,0.0032,abcdfghijkmopqrst
folclórica,45070,0.5,0.0658,0,bcdhj
folclóricas,54394,0.9089,0.0376,0.0051,bcdhjp
folclórico,39600,1,0.5732,0.004,abcdghijkmoqst
folclóricos,39228,0.5,0.0212,0.0086,bcdhj
folder,63283,1,0.8137,0,acdfghijkmoqrst
fole,24848,1,0.1126,0.004,abcdfghijklmoqrst
folga,450382,1,0.9963,0.0042,abcdfhijklmoqrst
folgada,31680,0.99,0.0658,0.0042,bcdfhij
folgado,43563,1,0.0658,0.0046,abcdfhijklmnoqrst
folgas,57657,0.99,0.1126,0,bcdfhij
folha,3601945,1,0.9998,0.3149,abcdfghijkmopqrst
folhada,61093,1,0.1126,0.0046,cdfhjklmnoqst
folhado,69288,1,0.2922,0.0048,acdfhjklmoqrst
folhagem,55396,1,0.1863,0,abcdfghijklmnoqrst
folhagens,37584,0.99,0.1126,0,bcdfhij
folhas,1946018,1,0.4268,0,bcdfghijmpqr
folheado,34201,1,0.0658,0,abcdfhijklmoqrst
folheados,31937,0.99,0.0212,0,bcdfhij
folhear,47009,1,0.1126,0.0042,abcdfghijklmnoqrst
folhetim,54573,1,0.0658,0,acdfghijklmoqs
folheto,206207,1,0.5732,0.0179,abcdfghijklmoqrst
folhetos,150030,0.99,0.2922,0,bcdfhij
folhinha,23129,1,0.0658,0,bcdfghijklmoqst
folhinhas,32618,0.99,0.0066,0,bcdfhij
folia,319587,1,0.9881,0.0234,abcdfghijklmnopqst
foliar,45918,1,0.0658,0,acdfghijklmoqrst
folião,24973,1,0.0376,0,abcdfghijklmnoqst
foliões,125955,0.5,0.0376,0.0087,cdfhj
folk,112969,0.0911,0.0212,0.0287,dhmo
folículo,31787,1,0.8874,0.0042,acdfghijklmoqrst
folículos,37903,0.5,0.0376,0,cdfhj
fome,1885721,1,0.4268,0,abcdfghijklmnoqrst
fomenta,47311,0.99,0.7078,0.0044,bcdfhij
fomentando,44202,0.9089,0.0376,0,bcdhij
fomentar,243139,1,0.1126,0,abcdfghijklmnoqrst
fomento,295935,1,0.2922,0.0226,abcdfhijklmnoqst
fomos,2004820,0.99,0.4268,0.002,bcdfhij
fondue,46912,1,0.0066,0,acdfghijkmoqrs
fone,459134,1,0.1126,0,abcdfghijkmoqrs
fonema,25556,1,0.0066,0,abcdfghijklmoqrs
fonemas,46199,0.999,0.0212,0.0042,bcdfhijm
fones,200801,0.99,0.0658,0.0034,bcdfhij
fonoaudiologia,28645,1,0.0037,0,acdghijkmoqs
fonoaudióloga,20392,0.001,0.0066,0.2653,cj
fonoaudiólogo,25879,1,0.1126,0.004,acdghijkmos
fonográfica,48208,0.5,0.0376,0.0096,bcdhj
fonográfico,32296,1,0.1126,0.0081,abcdghijklmoqs
fonológica,23914,0.0911,0.0037,0,cdhj
fontana,107266,1,0.0376,0.0359,acdfhjlmoqs
fonte,4675263,1,0.4268,0,abcdfghijklmnoqrst
fontes,2196117,0.9999,0.2922,0,bcdfghijp
fonética,50000,1,0.9963,0.0052,bcdfhijklmoqrs
foque,25025,0.99,0.0066,0,bcdfhij
for,11432504,1,0.4268,0.0021,bcdfghijkmopqs
fora,12211777,1,0.4268,0.0021,abcdfghijkmnopqrst
foragido,96479,1,0.1126,0,abcdfhijklmoqst
foragidos,33986,0.99,0.0212,0,bcdfhij
foral,24174,1,0.0212,0,acdfghijklmoqs
foram,26922986,0.9999,0.4268,0,bcdfhijmp
foras,29871,0.99,0.0212,0,bcdfhij
forasteiro,31052,1,0.1126,0,abcdghijklmnoqrst
forasteiros,33621,0.9089,0.0212,0,bcdhij
force,80225,0.9089,0.1863,0.0087,bcdfhj
forcinha,39404,0.999,0.0066,0.004,cdfghijk
forem,1640205,0.9999,0.2922,0,bcdfhijmp
forense,201321,1,0.4268,0.0567,abcdfghijklmoqrst
forenses,24629,0.99,0.0376,0,bcdfhij
fores,69503,0.99,0.0119,0.008,bcdfhij
forja,48033,1,0.998,0.0026,abcdfhijklmnoqrst
forjada,42540,0.5,0.1126,0.0088,cdfhj
forjadas,23543,0.5,0.0376,0,cdfhj
forjado,75669,1,0.4268,0.0053,bcdfhijkmoqrt
forjados,25196,0.5,0.0212,0,cdfhj
forjar,53411,1,0.2922,0,abcdfghijklmnoqrst
forjou,23647,0.99,0.0658,0,bcdfhij
form,90079,0.01,0.0212,0.0958,dhk
forma,33279729,1,1,0.1781,abcdfghijklmnopqrst
formada,1279553,1,0.4268,0.0176,bcdfhijmpq
formadas,246222,0.999,0.1863,0,bcdfhijp
formado,1534710,1,0.5732,0.0487,abcdfghijkmopqst
formador,101057,1,0.5732,0,abcdfhijklmoqrs
formadora,50862,0.99,0.0658,0,bcdfhij
formadoras,30077,0.9089,0.0066,0,bcdhij
formadores,168527,0.9089,0.1126,0,bcdhij
formados,459958,0.999,0.2922,0,bcdfhijm
formais,339245,0.99,0.4268,0.0028,bcdfhij
formal,885934,1,0.4268,0,abcdfghijklmnoqrst
formalidade,81161,1,0.1863,0,abcdhijklmnoqrst
formalidades,85620,0.9089,0.1126,0,bcdhij
formalismo,43059,1,0.0658,0,abcdhijklmnoqrst
formaliza,23214,0.99,0.2922,0.0021,bcdfhij
formalizada,43288,0.9089,0.0376,0,cdhjqr
formalizado,45572,1,0.0376,0,abcdhijkmoqrt
formalizar,71878,1,0.2922,0,abcdghijklmoqrs
formalização,123762,1,0.0119,0,acdghijkqrs
formalizou,21737,0.9089,0.0376,0,bcdhij
formalmente,224145,1,0.1863,0,abcdhijlmqrst
formam,788422,0.999,0.2922,0,bcdfhijp
formamos,47837,0.99,0.1126,0,bcdfhij
formando,779544,1,0.2922,0,abcdfhijkmopqrst
formandos,128442,0.9999,0.0658,0,bcdfghijk
formar,1421132,1,0.4268,0,abcdfghijklmoqrst
formara,41291,0.99,0.9881,0.0042,bcdfhij
formaram,220835,0.99,0.1126,0,bcdfhij
formarem,52090,0.99,0.1126,0,bcdfhij
formarão,30904,0.99,0.1126,0,bcdfhij
formas,4771519,1,0.9997,0.002,bcdfghijmps
formata,27413,0.99,0.2922,0.0044,bcdfhij
formatado,50288,0.999,0.1126,0,bcdfhijo
formatados,23048,0.9089,0.0066,0,bcdhij
formatar,138190,1,0.1863,0,bcdfghijkmors
formatação,214288,1,0.1863,0,abcdghijkmoqrst
formatei,20885,0.99,0.0002,0,bcdfhij
formativa,51623,0.99,0.0119,0,bcdfhij
formativas,25727,0.9089,0.0011,0,bcdhij
formativo,42410,1,0.0066,0,abcdfghijklmoqrs
formativos,22309,0.9089,0.002,0,bcdhij
formato,3301934,1,0.4268,0.3329,abcdfhijklmnoqrst
formatos,594616,0.9999,0.2922,0,bcdfghijk
formatura,340774,1,0.1863,0,abcdfghijklmoqrst
formaturas,55305,0.9089,0.0212,0,bcdhij
formava,53143,0.99,0.0658,0.0042,bcdfhij
formavam,83394,0.99,0.1126,0,bcdfhij
formação,6400337,1,0.4268,0.002,abcdfghijklmnoqrst
formações,270323,0.99,0.1863,0,bcdfghj
forme,71614,0.99,0.2922,0.004,bcdfhij
formei,60091,0.99,0.0066,0,bcdfhij
formem,34543,0.99,0.1126,0,bcdfhij
formica,29627,1,0.9989,0.0045,bcdfghijklmoqrs
formidáveis,24359,0.5,0.0376,0.0082,bcdhj
formidável,95714,1,0.9788,0.0039,abcdghijklmnoqrst
formiga,250881,1,0.9788,0.0251,abcdfghijklmopqrs
formigamento,33844,1,0.0119,0,abcdhijklmnoqst
formigas,184083,1,0.1863,0,bcdfghijmp
formigueiro,57172,1,0.1863,0.0053,abcdghijklmoqrst
formiguinha,40042,0.999,0.0658,0.005,bcdghijk
forminha,26646,0.99,0.002,0,cdfhjmo
forminhas,109818,0.01,0.0037,0,cfj
formol,60894,1,0.0658,0,acdfghijklmoqs
formos,194505,0.999,0.1126,0,bcdfhijm
formosa,259930,1,0.1863,0.1643,bcdfghijlmnqrs
formoso,104583,1,0.2922,0.021,abcdfghijklmoqrst
formosura,35296,1,0.0376,0,abcdfghijklmnoqst
formou,461041,0.999,0.2922,0,bcdfhijm
formulada,98861,0.99,0.1126,0,bcdfhij
formuladas,79576,0.9089,0.0658,0,bcdhij
formulado,127957,0.9999,0.1126,0,bcdfhijmo
formulados,53903,0.9089,0.002,0,bcdhij
formulando,20329,0.9089,0.0658,0,bcdhij
formular,171354,1,0.1863,0,abcdfghijklmnoqrst
formulação,420496,1,0.2922,0,abcdghijklmoqrst
formulações,86667,0.5,0.0119,0.0076,bcdhj
formulou,41593,0.99,0.0376,0,bcdfhij
formulário,1336631,1,0.9963,0.0044,abcdghijklmnoqrs
formulários,216715,0.5,0.1126,0.0049,bcdhj
fornalha,47051,1,0.1863,0,bcdfghijklmoqrst
fornece,1142407,0.999,0.9934,0.0066,bcdfhijp
fornecedor,609604,1,0.4268,0,abcdghijklmnoqrst
fornecedora,90410,0.999,0.1126,0,bcdhijmo
fornecedoras,40905,0.9089,0.0212,0,bcdhij
fornecedores,1124174,0.99,0.2922,0,bcdghij
fornecem,317183,0.999,0.1126,0,bcdfhijp
fornecemos,119517,0.9089,0.0066,0.0042,bcdhij
fornecendo,249413,0.999,0.1863,0,bcdhijpq
fornecer,1137635,1,0.2922,0,abcdfghijklmnopqrst
fornecera,58827,0.99,0.5732,0.0021,bcdfhij
forneceram,36678,0.9089,0.0658,0,bcdhij
forneceu,128616,0.99,0.0658,0,bcdfhij
fornecia,32242,0.99,0.0376,0,bcdfhij
fornecida,253062,0.99,0.1126,0,bcdfhij
fornecidas,272132,0.99,0.1863,0,bcdhijm
fornecido,427944,0.9999,0.2922,0,bcdfhijqr
fornecidos,439070,0.9089,0.1863,0,bcdhij
fornecimento,735269,1,0.4268,0,abcdhijklmnoqrst
forneça,89064,0.99,0.0658,0.0058,bcdfhij
forneçam,24444,0.99,0.0212,0,bcdfhij
fornicação,28463,1,0.2922,0.0042,abcdghijklmoqrs
forno,1674818,1,0.4268,0,abcdfghijklmoqrst
fornos,101806,0.9999,0.1863,0.0039,bcdfghijr
foro,230436,1,0.9342,0.0055,abcdfghijklmnoqrst
foros,35472,0.999,0.4268,0.004,bcdfhijs
forra,24216,1,0.8137,0.0023,bcdfghijkmnoqs
forrada,100591,0.5,0.0376,0.0134,cdfhj
forradas,25246,0.5,0.0376,0,cdfhj
forrado,80282,1,0.1863,0.0056,abcdfhijmoq
forragem,39947,1,0.0376,0,acdfghijklmoqrst
forrar,47916,1,0.1126,0,abcdfghijklmoqrst
forração,22842,1,0.0212,0,acdfghijklmoqst
forre,29309,0.99,0.0011,0.004,bcdfhij
forros,53329,0.9999,0.8874,0,bcdfghijk
forró,1198104,1,1,0.2445,abcdfghijklmoqrst
fortalece,259062,0.99,0.9934,0,bcdfhij
fortalecem,60842,0.99,0.1126,0,bcdhijp
fortalecendo,129245,0.9089,0.0376,0,bcdhij
fortalecer,589336,1,0.2922,0,abcdghijklmnoqrst
fortaleceu,53300,0.9089,0.1863,0,bcdhij
fortalecida,46553,0.9089,0.0658,0,bcdhij
fortalecido,66728,1,0.0658,0,abcdhijknqt
fortalecidos,39311,0.9089,0.0119,0,bcdhij
fortalecimento,510137,1,0.2922,0,abcdhijklmnoqrst
fortaleza,2433240,1,0.9999,0.3391,abcdfhijklmnoqrst
fortalezas,50328,0.9089,0.1863,0,bcdhij
fortaleça,35449,0.99,0.0376,0.0041,bcdfhij
forte,7188903,1,0.4268,0.0038,abcdfghijklmnopqrst
fortemente,629215,1,0.4268,0,abcdhijmqrst
fortes,2169047,0.9999,0.4268,0.002,bcdfghijp
fortificação,36333,1,0.1126,0,abcdghijklmoqrst
fortificações,33811,0.5,0.1126,0,bcdhj
fortuito,45328,1,0.1126,0.004,abcdfghijklmnoqrst
fortuna,563525,1,0.9788,0.0221,abcdfghijklmnoqrst
fortunas,96970,0.99,0.4268,0,bcdfhij
fortune,55588,0.5,0.0212,0.0244,cdfhj
fortíssima,35280,0.5,0.0376,0,bcdhj
fortíssimo,41530,1,0.8874,0.0041,bcdhijmoqs
forward,42173,0.01,0.0658,0.2798,adh
força,9288751,1,1,0.1569,abcdfghijklmnopqrst
forçada,245947,1,0.9989,0.004,bcdfhijlmqs
forçadas,72960,0.99,0.8874,0.0027,bcdfhij
forçado,375797,1,0.9999,0.0036,abcdfghijklmnoqrst
forçados,172048,0.999,0.9963,0.0022,bcdfghij
forçam,34569,0.99,0.4268,0,bcdfhij
forçando,150822,0.99,0.9788,0.0029,bcdfhij
forçar,298465,1,0.9934,0,abcdfghijklmnoqrst
forçaram,30366,0.99,0.4268,0.0028,bcdfhij
forças,2698258,1,1,0.0023,bcdfghijmq
forçosamente,49132,1,0.0376,0,acdhjlmqrst
forçoso,26892,1,0.0658,0.0042,abcdfghijklmnoqrst
forçou,86765,0.99,0.7078,0,bcdfhij
fosca,78478,1,0.8137,0.0092,bcdfhijmnoqst
fosco,122834,1,0.0658,0,abcdfghijkmnoqst
fosfato,74467,1,0.1126,0.0049,abcdfghijklmoqrs
fossa,128748,1,0.9788,0.0118,abcdfghijklmnoqrst
fossas,42599,1,0.0658,0,bcdfghijps
fosse,8143334,0.9999,0.4268,0.002,bcdfhijmp
fossem,1671333,0.999,0.9624,0,bcdfhijm
fosses,40910,0.99,0.0119,0,bcdfhij
fosso,82158,1,0.1863,0,abcdfghijkmnoqrst
foste,150975,0.999,0.0212,0,bcdfhijo
fostes,65869,0.99,0.0212,0,bcdfhij
fotinho,43535,0.999,0.0003,0.0043,cdfghijk
fotinhos,53675,0.01,0.0001,0,cfj
foto,7238141,1,0.4268,0.0041,abcdfghijklmoqrst
fotocopiadora,39586,0.9999,0.0066,0,acdhjmqrs
fotocópia,69933,1,0.9624,0.0049,abcdfghijklmoqrs
fotocópias,38807,0.9089,0.4268,0.0044,bcdhij
fotografada,81887,0.9089,0.0376,0.0047,bcdhij
fotografadas,29984,0.9089,0.0212,0,bcdhij
fotografado,103834,0.999,0.1126,0.0043,bcdhijqt
fotografados,44846,0.9089,0.0212,0,bcdhij
fotografando,57223,0.9089,0.0376,0,bcdhij
fotografar,395023,1,0.4268,0,abcdghijklmoqrst
fotografei,47040,0.9089,0.0119,0,bcdhij
fotografia,1790117,1,0.5732,0.0022,abcdghijklmoqrst
fotografias,1315997,0.9089,0.4268,0.1511,bcdhij
fotografou,47322,0.9089,0.0376,0,bcdhij
fotográfica,464000,0.5,0.4268,0.0178,bcdhj
fotográficas,126893,0.5,0.2922,0.0076,bcdhj
fotográfico,414655,1,0.9963,0.0206,abcdghijklmoqrs
fotográficos,112803,0.5,0.1863,0.0078,bcdhj
fotojornalismo,30316,1,0.0212,0,acdhjmoqrs
fotos,12798209,0.999,0.4268,0.0014,bcdfghij
fotossíntese,70846,1,0.8137,0,acdghijkmoqrs
fotovoltaica,28593,0.0911,0.0376,0.0397,cdhj
fotovoltaicos,25663,0.001,0.0066,0.3345,cj
fotógrafa,229673,0.9999,1,0.0043,bcdfhijqr
fotógrafo,686590,1,0.9994,0.0014,abcdfghijklmnoqrst
fotógrafos,261641,0.5,0.1863,0,bcdhj
four,32840,0.0911,0.0658,0,adho
fox,85662,1,0.0658,0.004,cdfghijkmo
foz,816697,1,0.9989,0.4809,abcdfghijkmnopqrst
fpf,88849,0.9089,0.0002,0,cdghjk
fraca,712584,1,0.9881,0.0092,bcdfghijmqr
fracas,154190,0.999,0.2922,0,bcdfghij
fracassa,25294,0.99,0.2922,0.0022,bcdfhij
fracassada,40858,0.0911,0.0376,0,cdhj
fracassado,75243,1,0.1863,0,bcdhijmoqrt
fracassados,30058,0.0911,0.0212,0,cdhj
fracassar,48831,1,0.1126,0,abcdfghijklmnoqrst
fracassaram,25212,0.9089,0.0119,0,bcdhij
fracasso,634507,1,0.4268,0,abcdfhijklmoqrst
fracassos,131412,0.9999,0.0658,0,bcdfghijk
fracassou,55517,0.99,0.1126,0,bcdfhij
fracionada,25246,0.9089,0.0658,0,bcdhij
fracionado,22148,1,0.0037,0,abcdhijmno
fracionamento,28635,1,0.0212,0,abcdhijkmoqrst
fraco,1543351,1,0.4268,0,abcdfghijklmnoqrst
fracos,491347,0.999,0.4268,0,bcdfghij
fractal,26136,1,0.0376,0.0051,abcdfghijkmors
fracções,20113,0.01,0.0119,0,cfj
frade,56700,1,0.1863,0.004,abcdfghijklmnoqrs
frades,53814,0.999,0.0658,0,bcdfghij
fraga,31867,1,0.1126,0,abcdfhijklmnoqst
fragata,50900,1,0.1863,0.0072,abcdfghijklmoqrs
fragilidade,297391,1,0.5732,0.003,abcdghijklmoqrst
fragilidades,69129,0.9089,0.0376,0,bcdhij
fragilizada,29480,0.001,0.0376,0.245,cj
fragilizado,26862,0.5,0.0376,0.0081,cdhjq
fragmentada,52311,0.99,0.0658,0,bcdhijm
fragmentadas,21175,0.9089,0.0212,0,bcdhij
fragmentado,43757,1,0.1863,0,bcdhijmnqt
fragmentação,134064,1,0.2922,0,abcdghijklmnoqrst
fragmento,141084,1,0.2922,0,abcdfhijklmnoqrst
fragmentos,284490,0.9999,0.4268,0,bcdghijkq
fragoso,64818,1,0.0212,0.0153,acdfghijklmoqst
fragrância,199704,1,0.9624,0,abcdghijklmnoqrst
fragrâncias,81838,0.5,0.0376,0,bcdhj
fralda,150621,1,0.2922,0,abcdfghijklmoqrst
fraldas,331827,0.9999,0.2922,0.0203,bcdfghijm
fraldinha,22618,0.9999,0.0212,0,cdfghijks
fraldário,21492,1,0.0037,0,cdfghjkoqs
framboesa,53280,1,0.0212,0,abcdfghijklmoqrs
framboesas,29657,0.9089,0.0066,0,bcdhij
francamente,158144,1,0.2922,0.0097,abcdhijlmoqrst
francesa,1411898,1,0.9994,0.4839,bcdfghijkmoqr
francesas,188584,0.999,0.1126,0,bcdfghij
franceses,529601,1,0.1863,0,bcdfghijqr
francesinha,63242,1,0.0119,0.0061,cdghijkoqs
franchising,75193,0.99,0.0658,0.0099,adhmoqs
francisca,222529,1,0.5732,0.2777,abcdfghijlmoq
franciscana,54601,1,0.0658,0.0077,bcdghijklmoqs
franciscano,55576,1,0.1126,0.0063,abcdghijklmnoqst
franciscanos,33974,0.99,0.0376,0,bcdghij
francisco,4614188,1,0.9624,0.4971,abcdfghijklmqs
franco,1187210,1,0.9997,0.4158,abcdfghijklmnoqrst
francos,97478,1,0.1863,0.0065,bcdfghijqr
francês,2339904,1,0.9997,0.4846,abcdfghijklmoqrs
frango,908795,1,0.5732,0,abcdfghijklmoqrs
frangos,105165,0.999,0.2922,0.0055,bcdfghij
franja,152587,1,0.1863,0,abcdfghijklmoqrst
franjas,115937,0.999,0.1126,0.0064,bcdfhijs
franqueado,61248,1,0.0376,0,bcdghijmoqrst
franqueador,20884,0.999,0.0011,0.0044,acdhjmor
franqueados,41173,0.0911,0.0037,0.0424,cdhj
franqueza,63041,1,0.1126,0,abcdfghijklmnoqrst
